MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,VesselType
200000001,2026-08-01 00:00:00,13.215414432753166,80.448051529345,17.73942235886327,29.63862560168593,29.63862560168593,VESSEL_200000001,Tanker
200000001,2026-08-01 00:30:00,13.339727706073834,80.53277656413458,17.822254213928776,39.540051274393996,39.540051274393996,VESSEL_200000001,Tanker
200000001,2026-08-01 01:00:00,13.46171408698589,80.61203936107201,18.124974300450056,29.10943223540884,29.10943223540884,VESSEL_200000001,Tanker
200000001,2026-08-01 01:30:00,13.585346127081277,80.69619505990985,17.5713611528223,30.499197517534125,30.499197517534125,VESSEL_200000001,Tanker
200000001,2026-08-01 02:00:00,13.708844467333286,80.77852281850174,17.32789569420445,32.14317748711268,32.14317748711268,VESSEL_200000001,Tanker
200000001,2026-08-01 02:30:00,13.830274161204322,80.86209973132866,18.168956127963547,36.057950254593244,36.057950254593244,VESSEL_200000001,Tanker
200000001,2026-08-01 03:00:00,13.956302996212234,80.9430929789012,17.24398078729602,29.834981598314442,29.834981598314442,VESSEL_200000001,Tanker
200000001,2026-08-01 03:30:00,14.07606181803292,81.02870071925346,17.642276058712685,29.70306285474119,29.70306285474119,VESSEL_200000001,Tanker
200000001,2026-08-01 04:00:00,14.195991054933664,81.11028092597773,18.499477687571,36.6196165810798,36.6196165810798,VESSEL_200000001,Tanker
200000001,2026-08-01 04:30:00,14.319119156127746,81.19198102878227,17.87290932550829,34.99728822319889,34.99728822319889,VESSEL_200000001,Tanker
200000001,2026-08-01 05:00:00,14.445003191275497,81.27450086296773,18.435137079439453,34.24174058699829,34.24174058699829,VESSEL_200000001,Tanker
200000001,2026-08-01 05:30:00,14.566648730694256,81.35785321405591,16.29906769651189,32.305489157767326,32.305489157767326,VESSEL_200000001,Tanker
200000001,2026-08-01 06:00:00,14.687939904765567,81.43784984764179,17.481081265140876,41.37855179572581,41.37855179572581,VESSEL_200000001,Tanker
200000001,2026-08-01 06:30:00,14.809959146020045,81.52360112578151,16.073353744751753,32.22942008962496,32.22942008962496,VESSEL_200000001,Tanker
200000001,2026-08-01 07:00:00,14.934826472558917,81.60537397946909,18.467450096160412,37.87058141555346,37.87058141555346,VESSEL_200000001,Tanker
200000001,2026-08-01 07:30:00,15.056613674461488,81.6858137969551,18.614199397624713,32.947323615145756,32.947323615145756,VESSEL_200000001,Tanker
200000001,2026-08-01 08:00:00,15.177569910136585,81.76700889184647,16.836771230365947,36.38964895982265,36.38964895982265,VESSEL_200000001,Tanker
200000001,2026-08-01 08:30:00,15.30321629243268,81.85319340271667,17.328970870031025,34.696543694937404,34.696543694937404,VESSEL_200000001,Tanker
200000001,2026-08-01 09:00:00,15.42699277992575,81.93373070466313,18.21299875392497,30.594215534220574,30.594215534220574,VESSEL_200000001,Tanker
200000001,2026-08-01 09:30:00,15.547825649621963,82.01612288768864,16.56038387077852,36.33870764348174,36.33870764348174,VESSEL_200000001,Tanker
200000001,2026-08-01 10:00:00,15.670423110811964,82.09944831744814,18.236970175273466,36.13650111970355,36.13650111970355,VESSEL_200000001,Tanker
200000001,2026-08-01 10:30:00,15.795502843887592,82.18176332397572,17.332925204323406,33.50525418502183,33.50525418502183,VESSEL_200000001,Tanker
200000001,2026-08-01 11:00:00,15.913607562979006,82.26160303573394,16.433523904013157,28.917611101546424,28.917611101546424,VESSEL_200000001,Tanker
200000001,2026-08-01 11:30:00,16.040591938477647,82.3452232683021,17.37806096232817,40.39998672848416,40.39998672848416,VESSEL_200000001,Tanker
200000001,2026-08-01 12:00:00,16.161890020259353,82.43104622328381,16.82260583635768,32.87665745021568,32.87665745021568,VESSEL_200000001,Tanker
200000001,2026-08-01 12:30:00,16.283512662268933,82.51143009172912,18.596531653824954,25.26724312359209,25.26724312359209,VESSEL_200000001,Tanker
200000001,2026-08-01 13:00:00,16.40909171184312,82.59512059481965,17.162073560670763,26.67355596761156,26.67355596761156,VESSEL_200000001,Tanker
200000001,2026-08-01 13:30:00,16.531177281748736,82.6761231039309,17.988899727722263,34.01310596717104,34.01310596717104,VESSEL_200000001,Tanker
200000001,2026-08-01 14:00:00,13.15413865420736,80.32123197622558,17.976220200339323,40.69978311575601,40.69978311575601,VESSEL_200000001,Tanker
200000001,2026-08-01 14:30:00,16.77832356157969,82.84296976293543,19.21952640758712,27.960029967939576,27.960029967939576,VESSEL_200000001,Tanker
200000001,2026-08-01 15:00:00,16.898183994199638,82.92293983466837,17.36641371321179,27.020414501772287,27.020414501772287,VESSEL_200000001,Tanker
200000001,2026-08-01 15:30:00,17.023543957336045,83.00688550689104,16.2854172218649,28.825949833516123,28.825949833516123,VESSEL_200000001,Tanker
200000001,2026-08-01 16:00:00,17.145710841314592,83.09154317115507,19.752954408059345,48.473157569590484,48.473157569590484,VESSEL_200000001,Tanker
200000001,2026-08-01 16:30:00,17.26872279066352,83.17042480751327,15.62417723563625,35.24240255127301,35.24240255127301,VESSEL_200000001,Tanker
200000001,2026-08-01 17:00:00,17.389078247783626,83.25411013496702,17.14412671730775,33.1998908074719,33.1998908074719,VESSEL_200000001,Tanker
200000001,2026-08-01 17:30:00,17.5156462486131,83.33779191235632,17.597588679328872,28.725576475424774,28.725576475424774,VESSEL_200000001,Tanker
200000001,2026-08-01 18:00:00,17.63297508043939,83.41904216513734,17.70244096554924,42.743494807453246,42.743494807453246,VESSEL_200000001,Tanker
200000001,2026-08-01 18:30:00,17.759395153549022,83.50451722571158,17.256927917828406,27.97912640746871,27.97912640746871,VESSEL_200000001,Tanker
200000001,2026-08-01 19:00:00,17.88001452915889,83.5836382602945,19.884693248802723,29.7969118434319,29.7969118434319,VESSEL_200000001,Tanker
200000001,2026-08-01 19:30:00,18.006431899268105,83.66581982380146,18.6877965292418,35.82860007008315,35.82860007008315,VESSEL_200000001,Tanker
200000001,2026-08-01 20:00:00,18.12725180324259,83.75008111883942,17.101435820938168,36.13420624696423,36.13420624696423,VESSEL_200000001,Tanker
200000001,2026-08-01 20:30:00,18.249465270254504,83.8302483980982,16.47828594204794,34.766784828164425,34.766784828164425,VESSEL_200000001,Tanker
200000001,2026-08-01 21:00:00,18.37634357790528,83.91555655858693,17.637585190257678,35.332975937566545,35.332975937566545,VESSEL_200000001,Tanker
200000001,2026-08-01 21:30:00,18.498607557053152,83.99821230609656,17.34529628553382,39.435288789853274,39.435288789853274,VESSEL_200000001,Tanker
200000001,2026-08-01 22:00:00,18.619663224623938,84.08338201881188,17.939457953589464,27.781500080951332,27.781500080951332,VESSEL_200000001,Tanker
200000001,2026-08-01 22:30:00,18.7388795515258,84.1661493284264,19.479889237150857,33.00624917314083,33.00624917314083,VESSEL_200000001,Tanker
200000001,2026-08-01 23:00:00,18.863659653459298,84.24830732688046,16.64917783432407,29.430210144774698,29.430210144774698,VESSEL_200000001,Tanker
200000001,2026-08-01 23:30:00,18.988522839868224,84.32713219378432,17.751101649647488,33.08663074693127,33.08663074693127,VESSEL_200000001,Tanker
200000002,2026-08-01 00:00:00,12.704261428422859,80.21473057819557,13.933356465835704,41.361933101029436,41.361933101029436,VESSEL_200000002,Cargo
200000002,2026-08-01 00:30:00,12.78986614281689,80.30488287391529,15.692489278484588,40.82403481444975,40.82403481444975,VESSEL_200000002,Cargo
200000002,2026-08-01 01:00:00,12.874944385461767,80.39530588772729,14.448913641766614,52.4697875296706,52.4697875296706,VESSEL_200000002,Cargo
200000002,2026-08-01 01:30:00,12.959220028276413,80.48967212860612,14.622081056878674,43.97628534479406,43.97628534479406,VESSEL_200000002,Cargo
200000002,2026-08-01 02:00:00,13.040956754694472,80.57820543177104,14.953160094582286,42.03405804198074,42.03405804198074,VESSEL_200000002,Cargo
200000002,2026-08-01 02:30:00,13.124846126817317,80.66890000064603,17.294060773662494,56.84022145955593,56.84022145955593,VESSEL_200000002,Cargo
200000002,2026-08-01 03:00:00,13.206219335478773,80.75859188305992,13.313144734291573,44.50246333333014,44.50246333333014,VESSEL_200000002,Cargo
200000002,2026-08-01 03:30:00,13.291817707112898,80.85230146282207,14.047502898384966,44.18526620280859,44.18526620280859,VESSEL_200000002,Cargo
200000002,2026-08-01 04:00:00,13.370152593972069,80.94028752953648,13.714172324269011,44.808801266317204,44.808801266317204,VESSEL_200000002,Cargo
200000002,2026-08-01 04:30:00,13.455954125401039,81.03114744206633,13.018858344771944,40.120772176192624,40.120772176192624,VESSEL_200000002,Cargo
200000002,2026-08-01 05:00:00,13.54522701610726,81.11948422780955,13.679801157673936,56.640566044754145,56.640566044754145,VESSEL_200000002,Cargo
200000002,2026-08-01 05:30:00,13.630039331147511,81.2104390455117,14.408337779340544,49.16377615785012,49.16377615785012,VESSEL_200000002,Cargo
200000002,2026-08-01 06:00:00,13.71094726702367,81.30153157040976,14.531308890186466,51.342686283456295,51.342686283456295,VESSEL_200000002,Cargo
200000002,2026-08-01 06:30:00,13.79162007880962,81.39347607822143,14.642763771612534,40.581519361297666,40.581519361297666,VESSEL_200000002,Cargo
200000002,2026-08-01 07:00:00,13.873534874098567,81.48441872118114,15.008756625754831,44.67936230905249,44.67936230905249,VESSEL_200000002,Cargo
200000002,2026-08-01 07:30:00,13.958214973557434,81.57770003359407,14.932016063797041,49.21478044514359,49.21478044514359,VESSEL_200000002,Cargo
200000002,2026-08-01 08:00:00,14.040638882133328,81.66639787654188,14.055028702585728,49.03846971151412,49.03846971151412,VESSEL_200000002,Cargo
200000002,2026-08-01 08:30:00,14.123598673167173,81.76130715017082,16.349941638603816,49.38523116593008,49.38523116593008,VESSEL_200000002,Cargo
200000002,2026-08-01 09:00:00,14.205527806870439,81.84561909640625,15.96772968921744,48.769744528883265,48.769744528883265,VESSEL_200000002,Cargo
